Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report
MD04338,CT Scanner,2019-06-06,6,CardioSync,Model-200,France,13329.276389244142,19.99110208662748,2,2,3,System performance degraded due to circuit failure; mitigation via inspection. data loss high priority failure
MD02502,MRI Scanner,2015-03-29,10,RescueTech,Model-650,Japan,3044.335831131508,4.384312378942256,2,2,1,data lag caused operational delay; inspection initiated. quick fix temporary glitch
MD03399,CT Scanner,2018-08-27,7,MedEquip,Model-550,USA,1793.6919483434558,2.141003902353745,4,0,1,Component firmware update after detecting abnormal sound; functionality restored. quick fix stable condition
MD02889,MRI Scanner,2017-11-23,8,MedEquip,Model-350,USA,13954.636302120354,2.8281400411103346,5,1,2,sensor misalignment caused operational delay; replacement initiated. driver update component review
MD02969,MRI Scanner,2014-10-02,11,MedEquip,Model-450,Italy,2675.333517406001,17.116185275898175,4,2,3,System performance degraded due to abnormal sound; mitigation via component upgrade. data loss critical failure
MD02590,X-Ray Machine,2023-01-14,2,CardioSync,Model-200,Italy,2067.7828468905886,8.541562865560369,3,0,1,System performance degraded due to data lag; mitigation via replacement. quick fix log file cleared
MD02885,Defibrillator,2018-07-10,7,UltraMed,Model-350,UK,11478.50033746258,14.638222926358434,4,0,2,Component inspection after detecting overheating; functionality restored. component issue component review
MD04583,X-Ray Machine,2022-03-09,3,ImagingTech,Model-550,UK,26632.181203282653,12.526160834641123,1,2,3,Component software patch after detecting battery wear; functionality restored. sensor replaced system crash
MD01678,Defibrillator,2022-08-11,3,MedEquip,Model-400,USA,15395.780233749208,17.797753824750664,2,2,3,Routine check completed; sensor misalignment observed during diagnostics. reboot failed hardware fault
MD02034,MRI Scanner,2013-10-15,12,CardioSync,Model-300,Italy,20716.35767398654,18.03079825531092,5,1,3,Routine check completed; voltage spike observed during diagnostics. data loss hardware fault
MD02934,Defibrillator,2020-03-21,5,UltraMed,Model-300,Japan,6651.596352145135,16.61914493576246,1,1,3,circuit failure caused operational delay; recalibration initiated. critical failure critical failure
MD04613,MRI Scanner,2015-09-13,10,ImagingTech,Model-650,USA,12076.355689234932,21.55373191916179,2,2,3,Component software patch after detecting abnormal sound; functionality restored. critical failure system crash
MD01649,PET Scanner,2013-07-04,12,CardioSync,Model-500,Japan,12137.778335248891,14.565118135524182,4,3,3,System performance degraded due to software crash; mitigation via replacement. reboot failed system crash
MD05177,X-Ray Machine,2014-10-05,11,ScanPro,Model-250,UK,7213.575604062843,4.818097136049216,3,4,1,System performance degraded due to battery wear; mitigation via replacement. quick fix quick fix
MD05335,MRI Scanner,2015-11-28,10,MedEquip,Model-500,France,8074.711425098359,4.317997484586917,2,3,2,Component recalibration after detecting data lag; functionality restored. driver update performance warning
MD04632,Infusion Pump,2014-02-06,11,ImagingTech,Model-300,UK,6583.3003934812905,4.884153197516846,4,1,2,Routine check completed; voltage spike observed during diagnostics. reviewed logs moderate delay
MD04909,Defibrillator,2021-12-11,4,UltraMed,Model-500,Canada,9774.74930299561,9.346090319225713,3,0,2,System performance degraded due to data lag; mitigation via recalibration. component issue moderate delay
MD03599,Defibrillator,2018-03-04,7,UltraMed,Model-100,Italy,3112.241843212612,4.299366302268041,1,2,1,Routine check completed; sensor misalignment observed during diagnostics. quick fix log file cleared
MD04120,CT Scanner,2019-10-22,6,ScanPro,Model-650,UK,6659.340344855165,2.7704337808179123,2,3,1,Routine check completed; software crash observed during diagnostics. software reset routine reset
MD03276,X-Ray Machine,2014-05-03,11,ImagingTech,Model-450,UK,13616.904577193956,25.5243496681122,1,1,3,sensor misalignment caused operational delay; software patch initiated. sensor replaced high priority failure
MD00414,Defibrillator,2020-11-14,5,ImagingTech,Model-350,UK,-1550.317128705355,10.127470736159202,1,0,2,data lag caused operational delay; system reset initiated. moderate delay component review
MD01152,MRI Scanner,2021-03-24,4,CardioSync,Model-150,Italy,4476.188766839886,5.35741955231151,3,3,1,battery wear caused operational delay; component upgrade initiated. quick fix system check passed
MD00332,MRI Scanner,2023-01-03,2,MedEquip,Model-400,France,6380.117358533681,16.860190511034354,4,1,2,abnormal sound caused operational delay; software patch initiated. driver update component review
MD01043,Defibrillator,2018-01-31,7,CardioSync,Model-150,Canada,11597.545015854748,13.02636154949586,1,0,3,System performance degraded due to software crash; mitigation via firmware update. critical failure high priority failure
MD05015,PET Scanner,2019-02-12,6,MedEquip,Model-600,UK,396.2035581419902,9.211146579424272,1,3,1,Component recalibration after detecting voltage spike; functionality restored. software reset routine reset
MD04750,CT Scanner,2014-08-09,11,RescueTech,Model-350,Canada,13626.347107168329,10.497825666832236,2,3,3,sensor misalignment caused operational delay; component upgrade initiated. data loss hardware fault
MD05097,X-Ray Machine,2024-03-02,1,UltraMed,Model-650,Japan,11436.33509351368,9.377239807157476,1,3,3,Component component upgrade after detecting voltage spike; functionality restored. sensor replaced critical failure
MD01362,MRI Scanner,2015-01-23,10,ScanPro,Model-600,Italy,316.0574597785083,4.6310590531443925,3,0,2,Component recalibration after detecting voltage spike; functionality restored. moderate delay moderate delay
MD00169,MRI Scanner,2014-04-10,11,ScanPro,Model-200,France,11239.424851082396,3.792811284501031,1,5,2,voltage spike caused operational delay; recalibration initiated. driver update average severity report
MD05238,Infusion Pump,2017-02-13,8,ScanPro,Model-550,UK,16019.269189692512,20.7257644129626,3,1,3,System performance degraded due to software crash; mitigation via recalibration. sensor replaced emergency shutdown
MD00653,Defibrillator,2014-01-10,11,ScanPro,Model-600,Italy,4459.244960675886,1.8770910970942785,5,2,1,System performance degraded due to battery wear; mitigation via firmware update. quick fix minor issue
MD01965,Infusion Pump,2014-02-12,11,UltraMed,Model-650,Japan,20351.969113553903,25.55117064356386,5,4,3,System performance degraded due to abnormal sound; mitigation via software patch. sensor replaced high priority failure
MD01721,Infusion Pump,2017-05-15,8,RescueTech,Model-550,Japan,8088.447862451881,12.205975100531932,5,1,3,Component software patch after detecting data lag; functionality restored. reboot failed critical failure
MD02715,CT Scanner,2016-08-13,9,CardioSync,Model-350,France,5540.857443340102,13.972093034953287,2,2,2,Routine check completed; overheating observed during diagnostics. moderate delay device required inspection
MD02144,X-Ray Machine,2015-07-22,10,ScanPro,Model-650,Canada,11473.306560557912,16.06115065630097,5,2,2,System performance degraded due to data lag; mitigation via replacement. moderate delay average severity report
MD01380,X-Ray Machine,2024-04-05,1,RescueTech,Model-600,Japan,2474.5068185616733,1.912124712736443,4,2,1,System performance degraded due to software crash; mitigation via firmware update. quick fix log file cleared
MD02639,Defibrillator,2023-02-27,2,MedEquip,Model-500,Canada,6533.3267762558735,2.225135625083108,4,1,1,System performance degraded due to software crash; mitigation via component upgrade. quick fix log file cleared
MD02132,CT Scanner,2014-03-10,11,RescueTech,Model-650,France,5150.734483894821,5.888696237464301,1,0,1,data lag caused operational delay; system reset initiated. software reset minor issue
MD04291,CT Scanner,2021-10-01,4,UltraMed,Model-150,Italy,1210.0657488408665,23.98762444050976,3,4,3,System performance degraded due to voltage spike; mitigation via firmware update. reboot failed emergency shutdown
MD02578,CT Scanner,2019-11-01,6,MedEquip,Model-600,Japan,1665.2766195980728,9.86205016147883,1,2,1,System performance degraded due to overheating; mitigation via replacement. software reset routine reset
MD02909,Defibrillator,2022-07-24,3,ScanPro,Model-450,UK,24062.173051353853,7.221248935482635,5,2,3,Routine check completed; abnormal sound observed during diagnostics. sensor replaced urgent inspection needed
MD03833,X-Ray Machine,2018-08-22,7,RescueTech,Model-350,Canada,3897.906211339073,16.02391646055507,5,1,2,Component inspection after detecting voltage spike; functionality restored. driver update device required inspection
MD03670,Defibrillator,2019-07-30,6,ImagingTech,Model-200,France,5916.672152651084,25.46480778088811,1,2,3,abnormal sound caused operational delay; software patch initiated. critical failure critical failure
MD04273,Defibrillator,2022-09-27,3,UltraMed,Model-550,Canada,6553.197857539481,3.0647440994221595,5,2,2,circuit failure caused operational delay; software patch initiated. moderate delay average severity report
MD01750,Infusion Pump,2015-05-21,10,RescueTech,Model-250,UK,1575.0329215334723,1.7827677895353071,3,2,1,System performance degraded due to circuit failure; mitigation via inspection. quick fix temporary glitch
MD02636,Infusion Pump,2023-11-17,2,ScanPro,Model-300,Canada,4077.2468702971687,8.755660716462266,3,1,1,Component software patch after detecting voltage spike; functionality restored. software reset temporary glitch
MD02432,PET Scanner,2020-02-01,5,ScanPro,Model-450,Japan,6685.938310663217,1.933211945519691,5,1,1,Component system reset after detecting voltage spike; functionality restored. minor issue system check passed
MD01221,MRI Scanner,2015-03-26,10,ScanPro,Model-200,Japan,4031.5815295647662,7.668760098737628,3,2,1,System performance degraded due to battery wear; mitigation via inspection. quick fix log file cleared
MD03846,CT Scanner,2021-09-24,4,UltraMed,Model-150,USA,1825.0716042047245,6.292936984019377,1,3,1,System performance degraded due to sensor misalignment; mitigation via firmware update. software reset routine reset
MD03311,MRI Scanner,2019-08-18,6,MedEquip,Model-650,UK,9240.070689782568,32.91374467323706,1,3,3,Component replacement after detecting abnormal sound; functionality restored. sensor replaced critical malfunction
MD04650,PET Scanner,2019-12-12,6,MedEquip,Model-150,Japan,3682.0914777902376,4.288581808927673,1,4,1,Component recalibration after detecting overheating; functionality restored. log cleaned quick fix
MD02783,CT Scanner,2013-12-12,12,CardioSync,Model-550,Canada,3544.072855476132,6.570407805609079,3,3,1,Routine check completed; overheating observed during diagnostics. minor issue temporary glitch
MD00561,Defibrillator,2021-09-13,4,CardioSync,Model-500,UK,14811.555866879566,13.03409423548115,1,2,3,Routine check completed; data lag observed during diagnostics. reboot failed sensor replacement
MD04168,MRI Scanner,2013-05-30,12,ScanPro,Model-200,Japan,16656.089856019542,29.599758838223615,2,5,3,battery wear caused operational delay; recalibration initiated. sensor replaced emergency shutdown
MD02189,MRI Scanner,2016-04-22,9,ImagingTech,Model-400,Italy,3397.4083729889835,3.300947791214179,1,2,1,abnormal sound caused operational delay; replacement initiated. software reset low priority fault
MD05217,Defibrillator,2015-02-28,10,MedEquip,Model-200,UK,5889.2910476582,8.885561816841031,2,3,1,Routine check completed; abnormal sound observed during diagnostics. software reset temporary glitch
MD00121,PET Scanner,2022-11-24,3,UltraMed,Model-650,Italy,9419.1722812837,6.542097915839315,1,2,3,Routine check completed; abnormal sound observed during diagnostics. data loss urgent inspection needed
MD03494,X-Ray Machine,2013-05-31,12,UltraMed,Model-600,France,4743.196158695456,3.716426028324552,2,3,1,Routine check completed; software crash observed during diagnostics. software reset system check passed
MD00920,PET Scanner,2018-03-07,7,UltraMed,Model-500,France,10944.164155845472,12.215280570231656,2,1,3,Routine check completed; voltage spike observed during diagnostics. sensor replaced critical failure
MD01315,Defibrillator,2014-10-08,11,RescueTech,Model-600,France,10728.85598613266,8.631542962483138,4,4,2,System performance degraded due to circuit failure; mitigation via firmware update. driver update driver update applied
MD03595,X-Ray Machine,2018-11-01,7,RescueTech,Model-250,Japan,1352.4345507068422,13.73929244688336,2,3,3,Component system reset after detecting voltage spike; functionality restored. reboot failed sensor replacement
MD04639,MRI Scanner,2022-07-11,3,UltraMed,Model-550,UK,8735.576038049763,14.026149698387531,2,1,2,Component software patch after detecting overheating; functionality restored. reviewed logs component review
MD02995,Infusion Pump,2015-12-22,10,CardioSync,Model-200,Italy,2232.78135917666,4.302558507251363,3,0,1,System performance degraded due to software crash; mitigation via inspection. minor issue quick fix
MD03407,MRI Scanner,2015-09-18,10,ScanPro,Model-550,Japan,2226.3992584911093,19.135243589249296,4,0,2,Routine check completed; abnormal sound observed during diagnostics. component issue driver update applied
MD02544,Infusion Pump,2020-04-07,5,ImagingTech,Model-100,USA,9952.22902058127,12.49203446897812,4,0,2,System performance degraded due to battery wear; mitigation via recalibration. reviewed logs device required inspection
MD00784,PET Scanner,2024-04-06,1,CardioSync,Model-650,Canada,16703.25711961325,10.430391034259712,4,0,3,System performance degraded due to battery wear; mitigation via inspection. data loss critical failure
MD01212,MRI Scanner,2020-03-29,5,ScanPro,Model-600,UK,3991.835855406283,1.3623330420002449,3,3,1,System performance degraded due to circuit failure; mitigation via software patch. software reset minor issue
MD03491,PET Scanner,2016-11-23,9,MedEquip,Model-550,Japan,3872.759722021449,13.00166752299542,2,5,2,Routine check completed; battery wear observed during diagnostics. driver update moderate delay
MD02475,Infusion Pump,2014-02-05,11,MedEquip,Model-150,USA,6568.560785999999,7.494028166059296,4,3,1,data lag caused operational delay; recalibration initiated. minor issue temporary glitch
MD03244,CT Scanner,2016-11-05,9,ImagingTech,Model-600,Canada,21263.776848387715,24.602174013847694,3,0,3,sensor misalignment caused operational delay; component upgrade initiated. data loss sensor replacement
MD03454,MRI Scanner,2018-11-30,7,ScanPro,Model-200,Italy,23803.47372116789,24.14951841992701,5,1,3,System performance degraded due to data lag; mitigation via system reset. reboot failed system crash
MD00754,CT Scanner,2022-03-29,3,ImagingTech,Model-300,Italy,9800.974135366476,9.084970586057857,1,1,3,Routine check completed; software crash observed during diagnostics. reboot failed critical malfunction
MD01658,PET Scanner,2023-01-20,2,RescueTech,Model-300,Canada,6361.757472451612,14.44240346111399,1,0,3,System performance degraded due to abnormal sound; mitigation via software patch. sensor replaced high priority failure
MD01189,Infusion Pump,2018-02-28,7,CardioSync,Model-450,Canada,1346.6806750456085,3.7433895415507568,4,1,1,Routine check completed; circuit failure observed during diagnostics. log cleaned stable condition
MD02496,Infusion Pump,2021-01-22,4,RescueTech,Model-450,UK,2417.3786271159797,7.244474076107636,1,3,1,Routine check completed; voltage spike observed during diagnostics. minor issue stable condition
MD05412,Infusion Pump,2016-12-05,9,RescueTech,Model-450,Italy,7294.148795848771,4.948298901895321,4,0,1,System performance degraded due to battery wear; mitigation via software patch. minor issue log file cleared
MD02621,PET Scanner,2020-11-28,5,MedEquip,Model-250,Canada,-584.5570670854324,12.196859052770954,1,4,2,Component firmware update after detecting data lag; functionality restored. driver update performance warning
MD04810,X-Ray Machine,2020-01-01,5,ScanPro,Model-450,USA,10244.454142226632,10.566871866961373,3,4,2,System performance degraded due to overheating; mitigation via recalibration. reviewed logs performance warning
MD02536,Defibrillator,2021-12-20,4,CardioSync,Model-350,Japan,5881.298778254523,11.130055227324018,5,1,2,sensor misalignment caused operational delay; firmware update initiated. component issue average severity report
MD04888,Defibrillator,2020-01-12,5,ImagingTech,Model-300,UK,15294.878502073923,15.454613179107744,4,5,3,System performance degraded due to circuit failure; mitigation via software patch. critical failure high priority failure
MD04179,CT Scanner,2017-12-13,8,ImagingTech,Model-650,Canada,13277.61742852338,10.473179470475989,1,2,2,software crash caused operational delay; component upgrade initiated. reviewed logs performance warning
MD03110,PET Scanner,2023-03-08,2,CardioSync,Model-350,Japan,5546.224478723242,8.925883685449772,3,0,1,Component component upgrade after detecting abnormal sound; functionality restored. log cleaned low priority fault
MD01073,Infusion Pump,2022-04-14,3,MedEquip,Model-550,Canada,5013.204084089137,6.466674755671317,3,1,1,Routine check completed; battery wear observed during diagnostics. quick fix minor issue
MD05321,Defibrillator,2015-07-18,10,UltraMed,Model-600,UK,6499.753093400747,4.978979270873752,3,0,1,battery wear caused operational delay; software patch initiated. software reset log file cleared
MD02705,Infusion Pump,2022-02-13,3,MedEquip,Model-250,France,3435.008629509254,3.1168660870685807,1,0,1,overheating caused operational delay; software patch initiated. log cleaned stable condition
MD03648,X-Ray Machine,2014-02-21,11,ScanPro,Model-400,USA,5909.866108109924,7.416491660978293,5,3,1,Component recalibration after detecting sensor misalignment; functionality restored. log cleaned stable condition
MD04890,Defibrillator,2019-11-16,6,UltraMed,Model-500,USA,10205.584358286234,9.490965801827892,2,2,2,battery wear caused operational delay; system reset initiated. moderate delay performance warning
MD02999,Defibrillator,2015-03-20,10,CardioSync,Model-450,Italy,3514.8207591955143,9.349115588293971,3,3,1,System performance degraded due to data lag; mitigation via firmware update. minor issue quick fix
MD00074,PET Scanner,2022-04-07,3,RescueTech,Model-150,Italy,2901.976077602077,2.002960234664194,3,3,1,System performance degraded due to abnormal sound; mitigation via software patch. minor issue stable condition
MD02672,X-Ray Machine,2018-12-20,7,ScanPro,Model-600,Canada,24168.60543270246,4.386960569299203,5,1,3,circuit failure caused operational delay; firmware update initiated. sensor replaced sensor replacement
MD01309,CT Scanner,2016-09-28,9,RescueTech,Model-600,Italy,7816.006395588029,3.638121350273734,5,0,2,System performance degraded due to sensor misalignment; mitigation via firmware update. component issue non-critical warning
MD00590,Infusion Pump,2013-10-15,12,MedEquip,Model-150,Canada,8670.004241393894,7.391987844291519,4,3,2,System performance degraded due to software crash; mitigation via component upgrade. moderate delay component review
MD04516,Defibrillator,2018-09-02,7,UltraMed,Model-600,Italy,8434.438064559215,14.14230040466142,5,3,2,System performance degraded due to abnormal sound; mitigation via replacement. driver update device required inspection
MD03951,Defibrillator,2013-08-08,12,RescueTech,Model-450,Japan,6202.435903259494,5.631489305099825,4,1,3,System performance degraded due to sensor misalignment; mitigation via software patch. critical failure urgent inspection needed
MD05090,MRI Scanner,2020-11-28,5,MedEquip,Model-450,Italy,9844.958880530025,13.860768641502164,1,2,2,Routine check completed; battery wear observed during diagnostics. component issue non-critical warning
MD04181,Defibrillator,2020-05-28,5,MedEquip,Model-600,France,10168.67857407269,16.614904011143675,3,6,2,software crash caused operational delay; recalibration initiated. component issue device required inspection
MD05224,PET Scanner,2020-08-30,5,RescueTech,Model-100,Italy,5119.063291686789,8.051583967364987,3,0,1,overheating caused operational delay; system reset initiated. minor issue temporary glitch
MD05295,Infusion Pump,2021-08-13,4,UltraMed,Model-250,France,6106.956200313529,8.335297551441071,5,4,1,software crash caused operational delay; software patch initiated. minor issue minor issue
MD00534,CT Scanner,2023-06-02,2,RescueTech,Model-150,UK,16286.971205424285,13.913187356815524,2,0,3,voltage spike caused operational delay; replacement initiated. sensor replaced emergency shutdown
MD03511,PET Scanner,2022-11-25,3,MedEquip,Model-200,Canada,11157.395136986312,6.491571818264218,5,2,2,Component inspection after detecting sensor misalignment; functionality restored. driver update performance warning
MD03305,X-Ray Machine,2018-11-11,7,MedEquip,Model-250,France,5695.465934754654,16.00377469166004,4,1,2,Component recalibration after detecting battery wear; functionality restored. moderate delay moderate delay
MD03979,CT Scanner,2021-02-17,4,MedEquip,Model-350,France,17295.899189216703,19.33550459421917,4,3,3,System performance degraded due to battery wear; mitigation via component upgrade. sensor replaced hardware fault
MD03489,Defibrillator,2017-06-21,8,ImagingTech,Model-100,Italy,5385.474130554707,3.605649923858504,5,2,3,Routine check completed; software crash observed during diagnostics. reboot failed sensor replacement
MD01387,Defibrillator,2017-02-25,8,ImagingTech,Model-250,UK,14842.80903644892,8.893285787915044,1,2,3,overheating caused operational delay; replacement initiated. sensor replaced system crash
MD05271,CT Scanner,2022-10-27,3,UltraMed,Model-150,UK,6354.317402714123,8.048353583230199,1,4,1,software crash caused operational delay; firmware update initiated. quick fix log file cleared
MD02855,CT Scanner,2021-03-11,4,ScanPro,Model-500,UK,2022.5827740745608,1.4728262028841188,1,1,1,Component replacement after detecting battery wear; functionality restored. minor issue log file cleared
MD04388,Infusion Pump,2020-06-01,5,ImagingTech,Model-650,USA,30214.478526748248,31.503965453641904,4,4,3,abnormal sound caused operational delay; inspection initiated. reboot failed emergency shutdown
MD01457,X-Ray Machine,2017-04-25,8,RescueTech,Model-200,Canada,3926.8990478138016,3.063808232215385,4,1,1,circuit failure caused operational delay; replacement initiated. log cleaned system check passed
MD00120,X-Ray Machine,2022-12-10,3,ScanPro,Model-400,Italy,15464.42617646225,12.13946833034644,3,0,3,overheating caused operational delay; firmware update initiated. sensor replaced critical failure
MD02241,Infusion Pump,2013-12-26,12,UltraMed,Model-300,Canada,1502.452606257876,2.5559137990906997,3,3,1,Routine check completed; battery wear observed during diagnostics. quick fix system check passed
MD01140,PET Scanner,2015-06-27,10,RescueTech,Model-100,Canada,3881.0150600515967,6.098215214522476,4,0,1,System performance degraded due to circuit failure; mitigation via component upgrade. minor issue minor issue
MD01525,PET Scanner,2017-03-05,8,RescueTech,Model-550,Italy,7473.036971031091,8.232539665465447,4,2,2,software crash caused operational delay; software patch initiated. reviewed logs device required inspection
MD01324,Defibrillator,2020-05-06,5,CardioSync,Model-450,Canada,2929.8686764804784,8.277719278462667,5,2,1,Component system reset after detecting sensor misalignment; functionality restored. log cleaned stable condition
MD01504,MRI Scanner,2022-01-04,3,MedEquip,Model-500,France,12302.454092871629,11.505858789139657,1,3,3,overheating caused operational delay; system reset initiated. reboot failed urgent inspection needed
MD02474,X-Ray Machine,2015-01-25,10,CardioSync,Model-400,Italy,26175.047458292567,6.812168685426719,2,4,3,overheating caused operational delay; software patch initiated. sensor replaced emergency shutdown
MD01557,X-Ray Machine,2019-03-15,6,CardioSync,Model-400,Canada,11892.041084359878,27.917274178761016,2,2,3,Component component upgrade after detecting software crash; functionality restored. sensor replaced system crash
MD01847,X-Ray Machine,2017-07-27,8,ScanPro,Model-100,Japan,5124.508343263574,29.18785926745981,2,3,3,System performance degraded due to voltage spike; mitigation via software patch. critical failure high priority failure
MD01552,CT Scanner,2020-06-11,5,ScanPro,Model-400,Italy,12926.165694338168,27.77279197540396,2,3,3,Component component upgrade after detecting voltage spike; functionality restored. sensor replaced high priority failure
MD02776,PET Scanner,2017-05-10,8,UltraMed,Model-550,Italy,6242.386257553001,6.7196760441867145,5,2,2,battery wear caused operational delay; software patch initiated. driver update non-critical warning
MD04898,Defibrillator,2017-06-08,8,MedEquip,Model-650,France,7091.16577746985,9.015148615974155,2,2,1,System performance degraded due to voltage spike; mitigation via replacement. minor issue system check passed
MD00282,PET Scanner,2016-07-17,9,RescueTech,Model-350,France,8871.510307537304,7.485426166426632,4,4,1,System performance degraded due to data lag; mitigation via firmware update. software reset log file cleared
MD05196,Defibrillator,2015-10-23,10,RescueTech,Model-100,UK,5999.197571251642,7.883658399909001,1,2,1,System performance degraded due to abnormal sound; mitigation via component upgrade. minor issue low priority fault
MD01779,CT Scanner,2024-04-03,1,MedEquip,Model-250,UK,7229.600780383131,7.026312313469272,1,1,1,System performance degraded due to software crash; mitigation via firmware update. minor issue system check passed
MD05444,Defibrillator,2023-12-07,2,ScanPro,Model-200,Japan,11581.66594370808,12.15815329152359,2,3,2,Routine check completed; data lag observed during diagnostics. driver update average severity report
MD00776,MRI Scanner,2015-12-10,10,ScanPro,Model-500,Canada,4632.838667522447,5.060230026334815,1,5,1,Component replacement after detecting sensor misalignment; functionality restored. quick fix temporary glitch
MD05416,CT Scanner,2018-01-08,7,MedEquip,Model-350,France,28936.606819471155,25.1460924659296,4,0,3,System performance degraded due to voltage spike; mitigation via firmware update. critical failure critical failure
MD02242,Infusion Pump,2015-10-29,10,ImagingTech,Model-150,Canada,15515.326119529653,2.896950384170447,5,2,2,Component recalibration after detecting data lag; functionality restored. reviewed logs moderate delay
MD01301,Defibrillator,2014-05-12,11,RescueTech,Model-550,Italy,4195.20562547192,12.707930112205602,1,0,2,Component recalibration after detecting battery wear; functionality restored. moderate delay device required inspection
MD00797,PET Scanner,2019-01-13,6,ScanPro,Model-400,France,7150.338354801373,16.766604873802155,1,1,2,Component firmware update after detecting software crash; functionality restored. driver update moderate delay
MD01403,MRI Scanner,2015-09-09,10,ScanPro,Model-400,Italy,8690.809646206832,9.621388372657622,2,4,2,System performance degraded due to abnormal sound; mitigation via recalibration. moderate delay component review
MD00948,PET Scanner,2022-05-09,3,RescueTech,Model-250,Japan,17585.22321845339,16.532009405797325,3,1,3,System performance degraded due to voltage spike; mitigation via component upgrade. critical failure critical malfunction
MD03731,MRI Scanner,2021-08-14,4,RescueTech,Model-650,Japan,15682.492452631976,3.2442652383297785,5,1,3,System performance degraded due to circuit failure; mitigation via recalibration. critical failure urgent inspection needed
MD04431,MRI Scanner,2014-05-05,11,ScanPro,Model-550,UK,3536.7496019158893,11.58629353991683,4,1,2,software crash caused operational delay; software patch initiated. moderate delay driver update applied
MD04799,CT Scanner,2022-10-25,3,CardioSync,Model-650,USA,8022.869556291451,14.549604507909317,5,1,2,Routine check completed; voltage spike observed during diagnostics. component issue device required inspection
MD03175,Defibrillator,2013-10-29,12,CardioSync,Model-500,Italy,8911.722562652218,4.344360823208951,5,2,1,voltage spike caused operational delay; component upgrade initiated. log cleaned low priority fault
MD05297,MRI Scanner,2015-01-20,10,RescueTech,Model-250,UK,6358.4690126516525,16.88313061142902,4,1,2,Routine check completed; sensor misalignment observed during diagnostics. component issue average severity report
MD01947,MRI Scanner,2018-07-30,7,RescueTech,Model-450,Italy,17316.600400049538,10.682534894510225,2,0,3,Component system reset after detecting data lag; functionality restored. critical failure urgent inspection needed
MD04211,X-Ray Machine,2023-02-12,2,MedEquip,Model-200,USA,12848.556362821952,21.449399922457832,3,2,3,Routine check completed; circuit failure observed during diagnostics. critical failure high priority failure
MD01523,CT Scanner,2019-05-17,6,ImagingTech,Model-250,Italy,9596.399026470564,11.150309319933356,4,2,2,Component component upgrade after detecting abnormal sound; functionality restored. component issue component review
MD00435,X-Ray Machine,2018-10-12,7,UltraMed,Model-300,Canada,9024.659621765535,2.938880398515964,5,2,2,Routine check completed; overheating observed during diagnostics. reviewed logs performance warning
MD00099,PET Scanner,2017-07-15,8,UltraMed,Model-300,Japan,14147.59902767682,8.129401449451281,4,1,3,Component inspection after detecting software crash; functionality restored. critical failure hardware fault
MD05083,Infusion Pump,2019-08-16,6,ScanPro,Model-550,Italy,8803.896897012211,4.065595830321107,3,5,2,Routine check completed; data lag observed during diagnostics. reviewed logs driver update applied
MD03144,Infusion Pump,2013-06-18,12,ImagingTech,Model-400,Japan,7159.391952650116,4.309721202099943,1,5,1,System performance degraded due to software crash; mitigation via system reset. minor issue quick fix
MD03465,X-Ray Machine,2016-08-09,9,CardioSync,Model-650,UK,2021.7039355630295,18.198285818578,2,1,2,System performance degraded due to circuit failure; mitigation via software patch. driver update driver update applied
MD03887,CT Scanner,2022-12-10,3,UltraMed,Model-500,Japan,10805.266162331878,9.863624956224276,2,5,3,Routine check completed; overheating observed during diagnostics. reboot failed emergency shutdown
MD05298,MRI Scanner,2018-11-14,7,ImagingTech,Model-550,USA,-2450.157727495374,3.9934960772491888,5,0,3,circuit failure caused operational delay; inspection initiated. sensor replaced critical failure
MD04880,MRI Scanner,2023-10-08,2,CardioSync,Model-450,UK,8976.38588519474,12.159852823432136,5,2,3,Routine check completed; sensor misalignment observed during diagnostics. sensor replaced hardware fault
MD02032,CT Scanner,2022-01-08,3,ScanPro,Model-500,USA,11272.13354552365,9.738520997502595,2,0,2,Routine check completed; battery wear observed during diagnostics. reviewed logs non-critical warning
MD04704,Defibrillator,2020-11-18,5,UltraMed,Model-200,USA,2142.7424634773565,6.123546287762247,1,3,1,sensor misalignment caused operational delay; firmware update initiated. log cleaned system check passed
MD02053,CT Scanner,2016-02-17,9,CardioSync,Model-250,Japan,14198.856439762258,17.791757036067658,3,1,3,System performance degraded due to overheating; mitigation via firmware update. data loss urgent inspection needed
MD01262,Defibrillator,2013-10-10,12,ImagingTech,Model-150,France,6663.331641809935,30.47804767185284,3,1,3,Component software patch after detecting sensor misalignment; functionality restored. data loss hardware fault
MD04995,Defibrillator,2018-08-27,7,MedEquip,Model-350,USA,10190.98347738657,7.421427037410324,3,3,2,Routine check completed; data lag observed during diagnostics. reviewed logs average severity report
MD00594,Defibrillator,2023-11-27,2,MedEquip,Model-250,UK,7314.362856838489,5.308028833170124,1,0,1,Component software patch after detecting battery wear; functionality restored. minor issue minor issue
MD00527,Defibrillator,2023-02-20,2,ScanPro,Model-250,UK,10431.995561424295,17.886023518536554,3,1,2,Component inspection after detecting voltage spike; functionality restored. component issue device required inspection
MD00475,X-Ray Machine,2018-05-25,7,RescueTech,Model-500,Canada,3852.313498734125,8.515343173578035,5,4,1,System performance degraded due to data lag; mitigation via recalibration. minor issue quick fix
